"집계일자","집계시","영업소코드","입출구구분코드","TCS하이패스구분코드","고속도로운영기관구분코드","영업형태구분코드","1종교통량","2종교통량","3종교통량","4종교통량","5종교통량","6종교통량","총교통량",
"20230210","00","186 ","1","2","00","0","1","0","0","0","0","0","1",
"20230210","00","187 ","0","1","00","0","1","0","0","0","0","0","1",
"20230210","00","187 ","0","2","00","0","10","0","0","1","0","0","11",
"20230210","00","187 ","1","1","00","0","2","0","0","0","0","0","2",
"20230210","00","187 ","1","2","00","0","10","0","0","2","0","0","12",
"20230210","00","188 ","0","1","00","0","1","0","0","0","0","0","1",
"20230210","00","188 ","0","2","00","0","12","1","1","0","1","0","15",
"20230210","00","188 ","1","1","00","0","3","0","0","0","0","0","3",
"20230210","00","188 ","1","2","00","0","13","0","0","0","2","2","17",
"20230210","00","189 ","0","1","00","0","3","0","0","0","0","0","3",
"20230210","00","189 ","0","2","00","0","39","2","0","4","9","1","55",
"20230210","00","189 ","1","1","00","0","9","0","0","4","0","3","16",
"20230210","00","189 ","1","2","00","0","64","8","8","6","2","4","92",
"20230210","00","190 ","0","1","00","0","26","5","1","17","1","0","50",
"20230210","00","190 ","0","2","00","0","302","50","31","54","44","15","496",
"20230210","00","190 ","1","1","00","0","45","3","2","20","5","2","77",
"20230210","00","190 ","1","2","00","0","521","62","22","73","60","23","761",
"20230210","00","191 ","0","1","00","0","4","2","0","0","1","0","7",
"20230210","00","191 ","0","2","00","0","79","13","3","4","6","4","109",
"20230210","00","191 ","1","1","00","0","16","0","1","0","0","3","20",
"20230210","00","191 ","1","2","00","0","101","10","11","12","15","6","155",
"20230210","00","192 ","0","1","00","0","8","0","2","2","1","1","14",
"20230210","00","192 ","0","2","00","0","133","27","6","5","23","7","201",
"20230210","00","192 ","1","1","00","0","5","1","2","3","1","2","14",
"20230210","00","192 ","1","2","00","0","93","11","3","21","21","5","154",
"20230210","00","193 ","0","1","00","0","1","0","0","4","0","0","5",
"20230210","00","193 ","0","2","00","0","23","11","2","16","7","1","60",
"20230210","00","193 ","1","1","00","0","3","0","1","3","1","0","8",
"20230210","00","193 ","1","2","00","0","30","6","3","16","6","2","63",
"20230210","00","194 ","0","1","00","0","2","0","0","4","2","0","8",
"20230210","00","194 ","0","2","00","0","59","13","0","24","5","2","103",
"20230210","00","194 ","1","1","00","0","4","3","1","3","0","3","14",
"20230210","00","194 ","1","2","00","0","69","15","1","7","11","2","105",
"20230210","00","195 ","0","1","00","0","1","0","0","4","0","0","5",
"20230210","00","195 ","0","2","00","0","19","15","9","8","19","0","70",
"20230210","00","195 ","1","1","00","0","3","0","1","1","2","1","8",
"20230210","00","195 ","1","2","00","0","25","13","4","4","11","0","57",
"20230210","00","196 ","0","1","00","0","5","0","2","0","0","0","7",
"20230210","00","196 ","0","2","00","0","50","7","17","6","13","1","94",
"20230210","00","196 ","1","1","00","0","7","0","0","4","0","0","11",
"20230210","00","196 ","1","2","00","0","30","7","1","21","27","0","86",
"20230210","00","197 ","0","1","00","0","2","1","0","5","1","0","9",
"20230210","00","197 ","0","2","00","0","16","4","1","7","19","0","47",
"20230210","00","197 ","1","1","00","0","4","0","0","3","1","0","8",
"20230210","00","197 ","1","2","00","0","26","3","0","15","21","4","69",
"20230210","00","198 ","0","1","00","0","16","0","0","2","1","0","19",
"20230210","00","198 ","0","2","00","0","54","8","6","10","3","6","87",
"20230210","00","198 ","1","1","00","0","11","0","1","3","1","2","18",
"20230210","00","198 ","1","2","00","0","99","8","12","8","12","1","140",
"20230210","00","199 ","0","1","00","0","12","0","0","0","0","0","12",
"20230210","00","199 ","0","2","00","0","35","0","1","2","3","2","43",
"20230210","00","199 ","1","1","00","0","9","0","0","1","0","1","11",
"20230210","00","199 ","1","2","00","0","57","1","12","7","7","2","86",
"20230210","00","200 ","0","1","00","0","1","0","0","1","0","0","2",
"20230210","00","200 ","0","2","00","0","3","0","1","2","0","0","6",
"20230210","00","200 ","1","1","00","0","2","0","0","0","0","0","2",
"20230210","00","200 ","1","2","00","0","8","0","1","0","2","0","11",
"20230210","00","201 ","0","1","00","0","6","0","0","0","0","0","6",
"20230210","00","201 ","0","2","00","0","43","2","1","5","0","1","52",
"20230210","00","201 ","1","1","00","0","4","0","1","1","0","1","7",
"20230210","00","201 ","1","2","00","0","52","3","1","3","2","1","62",
"20230210","00","202 ","0","1","00","0","1","0","0","0","0","0","1",
"20230210","00","202 ","0","2","00","0","6","2","1","1","2","0","12",
"20230210","00","202 ","1","2","00","0","6","0","0","0","0","0","6",
"20230210","00","203 ","0","1","00","0","8","0","0","3","0","0","11",
"20230210","00","203 ","0","2","00","0","45","3","1","3","0","5","57",
"20230210","00","203 ","1","1","00","0","6","0","1","2","0","0","9",
